repo_url,n_stars,n_issues,n_pulls,n_commits,n_forks,checkstyle_url,workflows
https://github.com/PatchworkMC/patchwork-patcher,316,20,0,359,33,https://github.com/PatchworkMC/patchwork-patcher/blob/master/checkstyle.xml,"{'total_count': 2, 'workflows': [{'id': 94582, 'node_id': 'MDg6V29ya2Zsb3c5NDU4Mg==', 'name': 'Build', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2019-12-29T22:19:38.000+01:00', 'updated_at': '2020-12-21T21:26:13.000+01:00', 'url': 'https://api.github.com/repos/PatchworkMC/patchwork-patcher/actions/workflows/94582', 'html_url': 'https://github.com/PatchworkMC/patchwork-patcher/blob/master/.github/workflows/build.yml', 'badge_url': 'https://github.com/PatchworkMC/patchwork-patcher/workflows/Build/badge.svg'}, {'id': 838882, 'node_id': 'MDg6V29ya2Zsb3c4Mzg4ODI=', 'name': 'Release', 'path': '.github/workflows/publish.yml', 'state': 'active', 'created_at': '2020-03-23T20:20:15.000+01:00', 'updated_at': '2020-12-29T00:24:32.000+01:00', 'url': 'https://api.github.com/repos/PatchworkMC/patchwork-patcher/actions/workflows/838882', 'html_url': 'https://github.com/PatchworkMC/patchwork-patcher/blob/master/.github/workflows/publish.yml', 'badge_url': 'https://github.com/PatchworkMC/patchwork-patcher/workflows/Release/badge.svg'}]}"
https://github.com/gtiwari333/spring-boot-web-application-sample,308,1,0,362,127,https://github.com/gtiwari333/spring-boot-web-application-sample/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 2124471, 'node_id': 'MDg6V29ya2Zsb3cyMTI0NDcx', 'name': 'Java CI with Maven', 'path': '.github/workflows/maven.yml', 'state': 'active', 'created_at': '2020-08-07T01:13:32.000+02:00', 'updated_at': '2020-08-07T01:13:32.000+02:00', 'url': 'https://api.github.com/repos/gtiwari333/spring-boot-web-application-sample/actions/workflows/2124471', 'html_url': 'https://github.com/gtiwari333/spring-boot-web-application-sample/blob/master/.github/workflows/maven.yml', 'badge_url': 'https://github.com/gtiwari333/spring-boot-web-application-sample/workflows/Java%20CI%20with%20Maven/badge.svg'}]}"
https://github.com/americanexpress/nodes,308,43,14,83,71,https://github.com/americanexpress/nodes/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/DropSnorz/OwlPlug,304,42,9,801,11,https://github.com/DropSnorz/OwlPlug/blob/master/checkstyle.xml,"{'total_count': 3, 'workflows': [{'id': 81162801, 'node_id': 'W_kwDOBuou584E1nIx', 'name': 'Owlplug Dev', 'path': '.github/workflows/dev.yml', 'state': 'active', 'created_at': '2024-01-04T00:00:53.000+01:00', 'updated_at': '2024-02-11T18:02:23.000+01:00', 'url': 'https://api.github.com/repos/DropSnorz/OwlPlug/actions/workflows/81162801', 'html_url': 'https://github.com/DropSnorz/OwlPlug/blob/master/.github/workflows/dev.yml', 'badge_url': 'https://github.com/DropSnorz/OwlPlug/workflows/Owlplug%20Dev/badge.svg'}, {'id': 7351155, 'node_id': 'MDg6V29ya2Zsb3c3MzUxMTU1', 'name': 'Owlplug Main', 'path': '.github/workflows/main.yml', 'state': 'active', 'created_at': '2021-03-31T18:15:12.000+02:00', 'updated_at': '2021-05-10T11:59:43.000+02:00', 'url': 'https://api.github.com/repos/DropSnorz/OwlPlug/actions/workflows/7351155', 'html_url': 'https://github.com/DropSnorz/OwlPlug/blob/master/.github/workflows/main.yml', 'badge_url': 'https://github.com/DropSnorz/OwlPlug/workflows/Owlplug%20Main/badge.svg'}, {'id': 113107371, 'node_id': 'W_kwDOBuou584GveGr', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-08-19T19:50:35.000+02:00', 'updated_at': '2024-08-19T19:50:35.000+02:00', 'url': 'https://api.github.com/repos/DropSnorz/OwlPlug/actions/workflows/113107371', 'html_url': 'https://github.com/DropSnorz/OwlPlug/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/DropSnorz/OwlPlug/actions/workflows/dependabot/dependabot-updates/badge.svg'}]}"
https://github.com/tdebatty/java-LSH,295,11,3,84,83,https://github.com/tdebatty/java-LSH/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/TinkerPatch/tinkerpatch-sdk,294,61,0,168,56,https://github.com/TinkerPatch/tinkerpatch-sdk/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/CottonMC/LibGui,294,26,0,685,50,https://github.com/CottonMC/LibGui/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 9533967, 'node_id': 'MDg6V29ya2Zsb3c5NTMzOTY3', 'name': 'build', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2021-05-27T17:07:17.000+02:00', 'updated_at': '2021-05-27T17:07:17.000+02:00', 'url': 'https://api.github.com/repos/CottonMC/LibGui/actions/workflows/9533967', 'html_url': 'https://github.com/CottonMC/LibGui/blob/master/.github/workflows/build.yml', 'badge_url': 'https://github.com/CottonMC/LibGui/workflows/build/badge.svg'}]}"
https://github.com/aws-powertools/powertools-lambda-java,291,63,13,1186,88,https://github.com/aws-powertools/powertools-lambda-java/blob/main/checkstyle.xml,"{'total_count': 18, 'workflows': [{'id': 1911781, 'node_id': 'MDg6V29ya2Zsb3cxOTExNzgx', 'name': 'Docs', 'path': '.github/workflows/docs.yml', 'state': 'active', 'created_at': '2020-07-17T10:03:07.000+02:00', 'updated_at': '2023-07-28T10:59:58.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/1911781', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/docs.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Docs/badge.svg'}, {'id': 1911782, 'node_id': 'MDg6V29ya2Zsb3cxOTExNzgy', 'name': 'Release Drafter', 'path': '.github/workflows/release-drafter.yml', 'state': 'active', 'created_at': '2020-07-17T10:03:07.000+02:00', 'updated_at': '2020-07-17T10:03:07.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/1911782', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/release-drafter.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Release%20Drafter/badge.svg'}, {'id': 2248004, 'node_id': 'MDg6V29ya2Zsb3cyMjQ4MDA0', 'name': 'Publish package to the Maven Central Repository', 'path': '.github/workflows/publish.yml', 'state': 'active', 'created_at': '2020-08-19T11:20:52.000+02:00', 'updated_at': '2021-04-23T10:52:04.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/2248004', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/publish.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Publish%20package%20to%20the%20Maven%20Central%20Repository/badge.svg'}, {'id': 2385836, 'node_id': 'MDg6V29ya2Zsb3cyMzg1ODM2', 'name': 'Build Docs', 'path': '.github/workflows/build-docs.yml', 'state': 'active', 'created_at': '2020-08-31T19:35:19.000+02:00', 'updated_at': '2020-08-31T19:43:29.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/2385836', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/build-docs.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Build%20Docs/badge.svg'}, {'id': 11052673, 'node_id': 'MDg6V29ya2Zsb3cxMTA1MjY3Mw==', 'name': 'SpotBugs', 'path': '.github/workflows/spotbugs.yml', 'state': 'active', 'created_at': '2021-07-06T13:58:13.000+02:00', 'updated_at': '2021-07-06T15:20:36.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/11052673', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/spotbugs.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/SpotBugs/badge.svg'}, {'id': 17481074, 'node_id': 'W_kwDOEKdwoM4BCr1y', 'name': 'Prepare for maven central release', 'path': '.github/workflows/release-prep.yml', 'state': 'active', 'created_at': '2022-01-06T16:20:39.000+01:00', 'updated_at': '2022-01-06T20:12:43.000+01:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/17481074', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/release-prep.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Prepare%20for%20maven%20central%20release/badge.svg'}, {'id': 39639605, 'node_id': 'W_kwDOEKdwoM4CXNo1', 'name': 'Run end-to-end tests', 'path': '.github/workflows/run-e2e-tests.yml', 'state': 'active', 'created_at': '2022-11-04T17:19:50.000+01:00', 'updated_at': '2023-06-20T18:05:06.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/39639605', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/run-e2e-tests.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Run%20end-to-end%20tests/badge.svg'}, {'id': 61146276, 'node_id': 'W_kwDOEKdwoM4DpQSk', 'name': 'Lockdown untrusted workflows', 'path': '.github/workflows/secure_workflows.yml', 'state': 'active', 'created_at': '2023-06-23T13:58:54.000+02:00', 'updated_at': '2023-08-24T14:19:55.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/61146276', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/secure_workflows.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Lockdown%20untrusted%20workflows/badge.svg'}, {'id': 61484843, 'node_id': 'W_kwDOEKdwoM4Dqi8r', 'name': 'Build', 'path': '.github/workflows/pr_build.yml', 'state': 'active', 'created_at': '2023-06-27T14:45:38.000+02:00', 'updated_at': '2023-11-29T17:09:11.000+01:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/61484843', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/pr_build.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Build/badge.svg'}, {'id': 70780676, 'node_id': 'W_kwDOEKdwoM4EOAcE', 'name': 'Artifacts Size', 'path': '.github/workflows/pr_artifacts_size.yml', 'state': 'active', 'created_at': '2023-09-27T12:13:29.000+02:00', 'updated_at': '2023-09-27T12:13:29.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/70780676', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/pr_artifacts_size.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Artifacts%20Size/badge.svg'}, {'id': 77624487, 'node_id': 'W_kwDOEKdwoM4EoHSn', 'name': 'Validate IaC', 'path': '.github/workflows/pr_iac_lint_.yml', 'state': 'active', 'created_at': '2023-11-28T17:25:57.000+01:00', 'updated_at': '2023-11-28T17:25:57.000+01:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/77624487', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/pr_iac_lint_.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Validate%20IaC/badge.svg'}, {'id': 79132828, 'node_id': 'W_kwDOEKdwoM4Et3ic', 'name': 'Validate IaC', 'path': '.github/workflows/pr_iac_lint.yml', 'state': 'active', 'created_at': '2023-12-12T11:51:12.000+01:00', 'updated_at': '2023-12-12T11:51:12.000+01:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/79132828', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/pr_iac_lint.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Validate%20IaC/badge.svg'}, {'id': 87896644, 'node_id': 'W_kwDOEKdwoM4FPTJE', 'name': 'Build', 'path': '.github/workflows/pr_build_v2.yml', 'state': 'active', 'created_at': '2024-02-29T13:37:18.000+01:00', 'updated_at': '2024-03-18T10:04:27.000+01:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/87896644', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/pr_build_v2.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Build/badge.svg'}, {'id': 90072273, 'node_id': 'W_kwDOEKdwoM4FXmTR', 'name': 'Run end-to-end tests', 'path': '.github/workflows/run-e2e-tests-v2.yml', 'state': 'active', 'created_at': '2024-03-18T10:04:27.000+01:00', 'updated_at': '2024-03-18T10:04:27.000+01:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/90072273', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/run-e2e-tests-v2.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Run%20end-to-end%20tests/badge.svg'}, {'id': 102676512, 'node_id': 'W_kwDOEKdwoM4GHrgg', 'name': 'Publish v2', 'path': '.github/workflows/publish-v2-snapshot.yml', 'state': 'active', 'created_at': '2024-06-14T09:03:50.000+02:00', 'updated_at': '2024-06-20T08:58:14.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/102676512', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/publish-v2-snapshot.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Publish%20v2/badge.svg'}, {'id': 103313085, 'node_id': 'W_kwDOEKdwoM4GKG69', 'name': 'Docs', 'path': '.github/workflows/docs-v2-snapshot.yml', 'state': 'active', 'created_at': '2024-06-18T14:07:58.000+02:00', 'updated_at': '2024-06-18T14:07:58.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/103313085', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/docs-v2-snapshot.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Docs/badge.svg'}, {'id': 107277873, 'node_id': 'W_kwDOEKdwoM4GZO4x', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-07-15T13:18:18.000+02:00', 'updated_at': '2024-07-15T13:18:18.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/107277873', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/actions/workflows/dependabot/dependabot-updates/badge.svg'}, {'id': 55367704, 'node_id': 'W_kwDOEKdwoM4DTNgY', 'name': 'Dispatch analytics', 'path': '.github/workflows/dispatch_analytics.yml', 'state': 'disabled_manually', 'created_at': '2023-04-25T15:46:34.000+02:00', 'updated_at': '2024-10-15T09:57:04.000+02:00', 'url': 'https://api.github.com/repos/aws-powertools/powertools-lambda-java/actions/workflows/55367704', 'html_url': 'https://github.com/aws-powertools/powertools-lambda-java/blob/main/.github/workflows/dispatch_analytics.yml', 'badge_url': 'https://github.com/aws-powertools/powertools-lambda-java/workflows/Dispatch%20analytics/badge.svg'}]}"
https://github.com/uber/rides-android-sdk,290,46,2,420,127,https://github.com/uber/rides-android-sdk/blob/main/checkstyle.xml,"{'total_count': 2, 'workflows': [{'id': 86799602, 'node_id': 'W_kwDOAsTCzc4FLHTy', 'name': 'CI_new', 'path': '.github/workflows/android.yml', 'state': 'disabled_manually', 'created_at': '2024-02-20T19:45:39.000+01:00', 'updated_at': '2024-05-29T20:54:54.000+02:00', 'url': 'https://api.github.com/repos/uber/rides-android-sdk/actions/workflows/86799602', 'html_url': 'https://github.com/uber/rides-android-sdk/blob/main/.github/workflows/android.yml', 'badge_url': 'https://github.com/uber/rides-android-sdk/workflows/CI_new/badge.svg'}, {'id': 10933634, 'node_id': 'MDg6V29ya2Zsb3cxMDkzMzYzNA==', 'name': 'CI', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2021-07-01T21:49:19.000+02:00', 'updated_at': '2024-02-20T20:08:40.000+01:00', 'url': 'https://api.github.com/repos/uber/rides-android-sdk/actions/workflows/10933634', 'html_url': 'https://github.com/uber/rides-android-sdk/blob/main/.github/workflows/build.yml', 'badge_url': 'https://github.com/uber/rides-android-sdk/workflows/CI/badge.svg'}]}"
https://github.com/sakserv/hadoop-mini-clusters,289,11,2,396,105,https://github.com/sakserv/hadoop-mini-clusters/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/orhanobut/bee,287,6,1,69,27,https://github.com/orhanobut/bee/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/PatchworkMC/patchwork-api,283,24,3,535,48,https://github.com/PatchworkMC/patchwork-api/blob/1.16.x/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 90357, 'node_id': 'MDg6V29ya2Zsb3c5MDM1Nw==', 'name': 'Java CI', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2019-12-28T20:12:47.000+01:00', 'updated_at': '2020-11-29T18:02:41.000+01:00', 'url': 'https://api.github.com/repos/PatchworkMC/patchwork-api/actions/workflows/90357', 'html_url': 'https://github.com/PatchworkMC/patchwork-api/blob/1.16.x/.github/workflows/build.yml', 'badge_url': 'https://github.com/PatchworkMC/patchwork-api/workflows/Java%20CI/badge.svg'}]}"
https://github.com/amihaiemil/docker-java-api,270,22,1,516,53,https://github.com/amihaiemil/docker-java-api/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 3243821, 'node_id': 'MDg6V29ya2Zsb3czMjQzODIx', 'name': 'Java CI', 'path': '.github/workflows/maven.yml', 'state': 'active', 'created_at': '2020-10-28T13:10:06.000+01:00', 'updated_at': '2020-10-28T13:10:06.000+01:00', 'url': 'https://api.github.com/repos/amihaiemil/docker-java-api/actions/workflows/3243821', 'html_url': 'https://github.com/amihaiemil/docker-java-api/blob/master/.github/workflows/maven.yml', 'badge_url': 'https://github.com/amihaiemil/docker-java-api/workflows/Java%20CI/badge.svg'}]}"
https://github.com/spotify/styx,267,24,20,3645,50,https://github.com/spotify/styx/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/decorators-squad/eo-yaml,264,19,0,1041,52,https://github.com/decorators-squad/eo-yaml/blob/master/checkstyle.xml,"{'total_count': 2, 'workflows': [{'id': 92222167, 'node_id': 'W_kwDOBJ7wFs4FfzLX', 'name': 'Java CI with Maven', 'path': '.github/workflows/maven.yml', 'state': 'active', 'created_at': '2024-04-03T12:28:01.000+02:00', 'updated_at': '2024-04-03T12:28:01.000+02:00', 'url': 'https://api.github.com/repos/decorators-squad/eo-yaml/actions/workflows/92222167', 'html_url': 'https://github.com/decorators-squad/eo-yaml/blob/master/.github/workflows/maven.yml', 'badge_url': 'https://github.com/decorators-squad/eo-yaml/workflows/Java%20CI%20with%20Maven/badge.svg'}, {'id': 120733520, 'node_id': 'W_kwDOBJ7wFs4HMj9Q', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-10-03T20:42:48.000+02:00', 'updated_at': '2024-10-03T20:42:48.000+02:00', 'url': 'https://api.github.com/repos/decorators-squad/eo-yaml/actions/workflows/120733520', 'html_url': 'https://github.com/decorators-squad/eo-yaml/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/decorators-squad/eo-yaml/actions/workflows/dependabot/dependabot-updates/badge.svg'}]}"
https://github.com/vitalidze/chromecast-java-api-v2,264,12,3,285,76,https://github.com/vitalidze/chromecast-java-api-v2/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/dapr/java-sdk,262,130,14,555,207,https://github.com/dapr/java-sdk/blob/master/checkstyle.xml,"{'total_count': 9, 'workflows': [{'id': 12392988, 'node_id': 'MDg6V29ya2Zsb3cxMjM5Mjk4OA==', 'name': 'dapr-java-sdk-automerge-bot', 'path': '.github/workflows/automerge-bot.yml', 'state': 'active', 'created_at': '2021-08-21T03:27:35.000+02:00', 'updated_at': '2021-08-21T03:27:35.000+02:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/12392988', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/automerge-bot.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/dapr-java-sdk-automerge-bot/badge.svg'}, {'id': 369122, 'node_id': 'MDg6V29ya2Zsb3czNjkxMjI=', 'name': 'Build', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2020-01-14T01:22:24.000+01:00', 'updated_at': '2023-01-06T09:37:45.000+01:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/369122', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/build.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/Build/badge.svg'}, {'id': 86785533, 'node_id': 'W_kwDODMEaXc4FLD39', 'name': 'Create a release', 'path': '.github/workflows/create-release.yml', 'state': 'active', 'created_at': '2024-02-20T17:49:13.000+01:00', 'updated_at': '2024-09-20T01:48:37.000+02:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/86785533', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/create-release.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/Create%20a%20release/badge.svg'}, {'id': 15213820, 'node_id': 'W_kwDODMEaXc4A6CT8', 'name': 'dapr-bot', 'path': '.github/workflows/dapr_bot.yml', 'state': 'active', 'created_at': '2021-11-12T23:22:25.000+01:00', 'updated_at': '2021-11-12T23:22:25.000+01:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/15213820', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/dapr_bot.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/dapr-bot/badge.svg'}, {'id': 21778655, 'node_id': 'W_kwDODMEaXc4BTFDf', 'name': 'fossa', 'path': '.github/workflows/fossa.yml', 'state': 'active', 'created_at': '2022-03-14T11:45:38.000+01:00', 'updated_at': '2022-03-15T05:21:14.000+01:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/21778655', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/fossa.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/fossa/badge.svg'}, {'id': 124065524, 'node_id': 'W_kwDODMEaXc4HZRb0', 'name': 'Validate Javadocs Generation', 'path': '.github/workflows/validate-docs.yml', 'state': 'active', 'created_at': '2024-10-23T01:50:24.000+02:00', 'updated_at': '2024-10-23T18:59:02.000+02:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/124065524', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/validate-docs.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/Validate%20Javadocs%20Generation/badge.svg'}, {'id': 5435872, 'node_id': 'MDg6V29ya2Zsb3c1NDM1ODcy', 'name': 'Auto Validate Examples', 'path': '.github/workflows/validate.yml', 'state': 'active', 'created_at': '2021-01-31T00:51:34.000+01:00', 'updated_at': '2021-01-31T00:51:34.000+01:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/5435872', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/validate.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/Auto%20Validate%20Examples/badge.svg'}, {'id': 118400006, 'node_id': 'W_kwDODMEaXc4HDqQG', 'name': 'Validate create release', 'path': '.github/workflows/verify-create-release.yml', 'state': 'active', 'created_at': '2024-09-20T01:29:02.000+02:00', 'updated_at': '2024-09-20T01:29:02.000+02:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/118400006', 'html_url': 'https://github.com/dapr/java-sdk/blob/master/.github/workflows/verify-create-release.yml', 'badge_url': 'https://github.com/dapr/java-sdk/workflows/Validate%20create%20release/badge.svg'}, {'id': 16471993, 'node_id': 'W_kwDODMEaXc4A-1e5', 'name': 'pages-build-deployment', 'path': 'dynamic/pages/pages-build-deployment', 'state': 'active', 'created_at': '2021-12-17T22:59:25.000+01:00', 'updated_at': '2021-12-17T22:59:25.000+01:00', 'url': 'https://api.github.com/repos/dapr/java-sdk/actions/workflows/16471993', 'html_url': 'https://github.com/dapr/java-sdk/actions/workflows/pages/pages-build-deployment', 'badge_url': 'https://github.com/dapr/java-sdk/actions/workflows/pages/pages-build-deployment/badge.svg'}]}"
https://github.com/DMaroo/GhidRust,262,1,0,37,16,https://github.com/DMaroo/GhidRust/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/ASSERT-KTH/depclean,260,19,7,613,30,https://github.com/ASSERT-KTH/depclean/blob/master/checkstyle.xml,"{'total_count': 2, 'workflows': [{'id': 7161096, 'node_id': 'MDg6V29ya2Zsb3c3MTYxMDk2', 'name': 'Build', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2021-03-25T17:41:03.000+01:00', 'updated_at': '2022-09-20T09:54:29.000+02:00', 'url': 'https://api.github.com/repos/ASSERT-KTH/depclean/actions/workflows/7161096', 'html_url': 'https://github.com/ASSERT-KTH/depclean/blob/master/.github/workflows/build.yml', 'badge_url': 'https://github.com/ASSERT-KTH/depclean/workflows/Build/badge.svg'}, {'id': 35245870, 'node_id': 'W_kwDODWaj2s4CGc8u', 'name': 'Deploy', 'path': '.github/workflows/deploy.yml', 'state': 'active', 'created_at': '2022-09-19T13:46:13.000+02:00', 'updated_at': '2023-01-17T14:19:42.000+01:00', 'url': 'https://api.github.com/repos/ASSERT-KTH/depclean/actions/workflows/35245870', 'html_url': 'https://github.com/ASSERT-KTH/depclean/blob/master/.github/workflows/deploy.yml', 'badge_url': 'https://github.com/ASSERT-KTH/depclean/workflows/Deploy/badge.svg'}]}"
https://github.com/sockeqwe/ParcelablePlease,259,10,0,64,21,https://github.com/sockeqwe/ParcelablePlease/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/akarnokd/open-ig,258,132,1,2394,58,https://github.com/akarnokd/open-ig/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/SeleniumHQ/htmlunit-driver,257,16,2,782,86,https://github.com/SeleniumHQ/htmlunit-driver/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/autonomousapps/Cappuccino,255,4,0,107,20,https://github.com/autonomousapps/Cappuccino/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/peterarsentev/games_oop_javafx,252,1,0,45,1231,https://github.com/peterarsentev/games_oop_javafx/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 91350129, 'node_id': 'W_kwDOB89S584FceRx', 'name': 'Java CI with Maven', 'path': '.github/workflows/maven.yml', 'state': 'active', 'created_at': '2024-03-27T11:25:25.000+01:00', 'updated_at': '2024-03-27T11:25:25.000+01:00', 'url': 'https://api.github.com/repos/peterarsentev/games_oop_javafx/actions/workflows/91350129', 'html_url': 'https://github.com/peterarsentev/games_oop_javafx/blob/master/.github/workflows/maven.yml', 'badge_url': 'https://github.com/peterarsentev/games_oop_javafx/workflows/Java%20CI%20with%20Maven/badge.svg'}]}"
